	Adult_FG_1	Adult_FG_2	Adult_FG_3	Adult_OV_1	Adult_OV_2	Adult_OV_3
FUN_017406-T1	0	0	1	0	0	0
FUN_017407-T1	9	36	10	37	76	17
FUN_017408-T1	470	1487	403	454	1844	489
FUN_017409-T1	21	43	23	29	75	25
FUN_017410-T1	0	0	0	0	0	0
FUN_017411-T1	0	0	0	0	0	0
FUN_017412-T1	104	130	82	175	457	161
FUN_017413-T1	0	0	0	0	0	0
FUN_017414-T1	0	0	0	0	0	0
FUN_017415-T1	0	0	0	0	0	0
FUN_017416-T1	0	0	0	0	0	0
FUN_017417-T1	0	1	0	0	0	0
FUN_017418-T1	0	0	0	1	1	0
FUN_017419-T1	13	41	9	15	41	19
FUN_017420-T1	0	0	0	0	2	0
FUN_017421-T1	3	4	0	2	9	0
FUN_017422-T1	7	21	6	7	27	9
FUN_017423-T1	3	8	7	9	20	2
FUN_017424-T1	3	20	9	6	28	6
FUN_017425-T1	0	0	0	0	0	0
FUN_017426-T1	0	0	0	0	0	0
FUN_017427-T1	0	0	1	36	76	26
FUN_017428-T1	29	80	24	19	81	25
FUN_017429-T1	0	0	0	0	0	0
FUN_017430-T1	12	27	12	8	32	5
FUN_017431-T1	13	36	15	32	71	30
FUN_017432-T1	33	132	36	90	328	82
FUN_017433-T1	35	95	35	69	226	74
FUN_017434-T1	0	0	0	1	0	1
FUN_017435-T1	0	0	0	0	0	0
FUN_017436-T1	0	0	0	0	0	0
FUN_017437-T1	0	0	0	0	1	0
FUN_017438-T1	0	1	0	0	0	0
FUN_017439-T1	0	0	0	0	0	0
FUN_017440-T1	0	1	0	0	0	0
FUN_017441-T1	0	0	0	0	0	0
FUN_017442-T1	10	44	7	8	31	6
FUN_017443-T1	148	304	200	129	423	86
FUN_017444-T1	5	0	15	7	12	3
FUN_017445-T1	50	114	57	58	114	49
FUN_017446-T1	0	0	0	1	1	3
FUN_017447-T1	0	1	0	0	0	0
FUN_017448-T1	0	0	0	0	0	0
FUN_017449-T1	0	0	0	0	0	0
FUN_017450-T1	0	6	2	0	13	6
FUN_017451-T1	1	0	0	0	0	0
FUN_017452-T1	0	0	0	0	0	0
FUN_017453-T1	0	1	0	0	2	0
FUN_017454-T1	2	0	1	0	0	0
FUN_017455-T1	61	124	62	35	141	49
FUN_017456-T1	3	53	14	13	66	17
FUN_017457-T1	46	98	48	70	155	42
FUN_017458-T1	0	0	0	0	0	0
FUN_017459-T1	0	0	0	0	0	0
FUN_017460-T1	0	0	0	1	3	3
FUN_017461-T1	0	0	0	0	0	0
FUN_017462-T1	0	0	0	0	0	0
FUN_017463-T1	155	297	120	182	459	162
FUN_017464-T1	108	7	7	175	119	144
FUN_017465-T1	46	36	40	42	196	42
FUN_017466-T1	0	0	0	0	0	0
FUN_017467-T1	0	0	0	0	0	0
FUN_017468-T1	47	49	9	15	15	9
FUN_017469-T1	0	0	0	0	0	0
FUN_017470-T1	0	0	0	0	0	0
FUN_017471-T1	0	0	0	0	0	0
FUN_017472-T1	0	0	0	0	0	0
FUN_017473-T1	0	0	0	0	0	0
FUN_017474-T1	0	0	0	0	0	0
FUN_017475-T1	0	0	0	0	0	1
FUN_017476-T1	0	0	0	0	0	0
FUN_017477-T1	0	0	0	0	0	0
FUN_017478-T1	1	1	1	14	66	15
FUN_017479-T1	0	0	0	0	0	0
FUN_017480-T1	1	0	0	0	4	3
FUN_017481-T1	0	0	0	0	0	0
FUN_017482-T1	0	0	0	0	0	0
FUN_017483-T1	0	0	0	1	0	0
FUN_017484-T1	0	0	0	0	0	0
FUN_017485-T1	3	18	3	14	46	9
FUN_017486-T1	1	1	0	0	2	1
FUN_017487-T1	67	123	44	86	310	65
FUN_017488-T1	18	38	25	45	132	28
FUN_017489-T1	1	15	1	2	14	2
FUN_017490-T1	1	0	0	0	0	0
FUN_017491-T1	0	10	8	1	10	2
FUN_017492-T1	2	15	6	14	23	7
FUN_017493-T1	8	23	2	7	23	2
FUN_017494-T1	0	0	0	0	0	0
FUN_017495-T1	0	0	0	0	0	0
FUN_017496-T1	0	0	0	0	0	0
FUN_017497-T1	0	0	0	0	0	0
FUN_017498-T1	0	0	0	1	0	1
FUN_017499-T1	0	0	0	0	0	0
FUN_017500-T1	0	0	0	0	0	0
FUN_017501-T1	0	0	0	0	0	0
FUN_017502-T1	0	0	0	0	0	0
FUN_017503-T1	1	1	0	0	0	0
FUN_017504-T1	0	0	0	0	0	0
FUN_017505-T1	0	0	0	0	0	0
FUN_017506-T1	0	0	0	0	0	0
FUN_017507-T1	0	0	0	0	0	0
FUN_017508-T1	0	0	0	0	0	0
FUN_017509-T1	0	0	0	0	0	0
FUN_017510-T1	0	0	0	0	0	0
FUN_017511-T1	0	0	0	0	0	0
FUN_017512-T1	0	0	0	0	1	0
FUN_017513-T1	0	0	0	0	0	0
FUN_017514-T1	0	0	0	2	3	0
FUN_017515-T1	0	0	0	0	6	2
FUN_017516-T1	0	0	0	0	0	0
FUN_017517-T1	0	0	0	0	0	0
FUN_017518-T1	53	225	90	92	275	81
FUN_017519-T1	0	2	0	6	71	11
FUN_017520-T1	26	100	30	46	187	52
FUN_017521-T1	32	87	34	24	101	23
FUN_017522-T1	0	0	0	0	0	0
FUN_017523-T1	0	0	0	0	0	0
FUN_017524-T1	0	2	0	0	0	0
FUN_017525-T1	0	0	0	0	0	0
FUN_017526-T1	0	0	0	0	0	0
FUN_017527-T1	0	0	0	0	0	0
FUN_017528-T1	0	0	1	0	0	0
FUN_017529-T1	1	0	0	1	1	1
FUN_017530-T1	0	0	0	0	0	0
FUN_017531-T1	15	50	15	20	95	20
FUN_017532-T1	7	25	9	25	68	19
FUN_017533-T1	55	100	28	41	159	51
FUN_017534-T1	19	89	23	37	107	25
FUN_017535-T1	0	0	0	0	0	0
FUN_017536-T1	0	0	0	0	0	0
FUN_017537-T1	5	0	5	30	65	21
FUN_017538-T1	40	67	25	42	152	46
FUN_017539-T1	0	0	0	0	0	0
FUN_017540-T1	2	0	1	0	0	0
FUN_017541-T1	0	0	0	0	0	0
FUN_017542-T1	0	0	0	0	0	0
FUN_017543-T1	0	0	0	0	0	2
FUN_017544-T1	0	0	0	0	0	0
FUN_017545-T1	0	0	0	0	0	0
FUN_017546-T1	0	0	0	0	0	0
FUN_017547-T1	0	2	2	0	3	2
FUN_017548-T1	0	0	0	0	0	0
FUN_017549-T1	0	0	0	0	0	0
FUN_017550-T1	0	0	0	0	0	0
FUN_017551-T1	0	0	0	0	0	0
FUN_017552-T1	0	0	0	0	0	0
FUN_017553-T1	0	8	2	2	5	2
FUN_017554-T1	2	0	0	0	2	0
FUN_017555-T1	1	1	2	0	0	0
FUN_017556-T1	138	254	115	198	510	143
FUN_017557-T1	35	66	15	49	170	31
FUN_017558-T1	34	121	31	49	172	38
FUN_017559-T1	4	0	2	0	0	0
FUN_017560-T1	27	21	13	3	0	0
FUN_017561-T1	1	6	5	2	12	3
FUN_017562-T1	0	2	0	0	0	0
FUN_017563-T1	21	84	29	45	133	40
FUN_017564-T1	4	20	7	10	36	4
FUN_017565-T1	0	3	0	22	64	28
FUN_017566-T1	38	115	46	90	316	89
FUN_017567-T1	8	23	10	2	43	5
FUN_017568-T1	48	111	31	40	139	23
FUN_017569-T1	86	197	66	122	368	91
FUN_017570-T1	2	9	3	2	9	3
FUN_017571-T1	1	3	2	3	7	3
FUN_017572-T1	5	9	6	9	24	7
FUN_017573-T1	179	816	206	80	230	64
FUN_017574-T1	1	0	2	0	3	0
FUN_017575-T1	13	57	9	25	70	20
FUN_017576-T1	1	21	5	6	21	10
FUN_017577-T1	0	0	0	2	1	0
FUN_017578-T1	153	377	129	137	356	104
FUN_017579-T1	0	0	0	1	0	0
FUN_017580-T1	37	105	29	78	168	48
FUN_017581-T1	6	24	2	4	33	6
FUN_017582-T1	148	370	126	260	872	215
FUN_017583-T1	4	1	0	0	0	0
FUN_017584-T1	0	0	0	0	0	0
FUN_017585-T1	0	0	0	0	0	0
FUN_017586-T1	0	0	0	0	0	0
FUN_017587-T1	10	1	11	103	519	75
FUN_017588-T1	0	0	0	0	0	0
FUN_017589-T1	7	3	3	28	30	28
FUN_017590-T1	0	0	0	0	0	0
FUN_017591-T1	0	0	0	0	0	0
FUN_017592-T1	0	0	0	0	1	0
FUN_017593-T1	0	0	0	0	0	0
FUN_017594-T1	1	0	0	0	0	0
FUN_017595-T1	0	0	0	0	0	0
FUN_017596-T1	0	0	0	0	0	0
FUN_017597-T1	3	20	3	16	73	8
FUN_017598-T1	11	40	13	16	79	10
FUN_017599-T1	11	81	35	36	293	51
FUN_017600-T1	0	0	0	0	0	0
FUN_017601-T1	33	81	16	12	58	10
FUN_017602-T1	7	6	1	3	9	0
FUN_017603-T1	70	186	12	85	267	9
FUN_017604-T1	2	10	1	10	4	0
FUN_017605-T1	488	786	71	97	149	10
FUN_017606-T1	3	12	2	12	20	2
FUN_017607-T1	0	0	1	5	7	0
FUN_017608-T1	108	231	68	74	323	76
FUN_017609-T1	0	0	0	0	0	0
FUN_017610-T1	0	0	0	0	0	0
FUN_017611-T1	0	0	0	0	0	0
FUN_017612-T1	0	0	0	0	0	0
FUN_017613-T1	0	0	0	0	0	0
FUN_017614-T1	0	0	0	0	0	0
FUN_017615-T1	0	0	0	0	0	0
FUN_017616-T1	0	0	0	0	0	0
FUN_017617-T1	0	0	0	0	0	0
FUN_017618-T1	0	0	0	0	0	0
FUN_017619-T1	0	0	0	0	0	0
FUN_017620-T1	0	0	0	0	0	1
FUN_017621-T1	0	0	0	0	1	0
FUN_017622-T1	0	0	0	2	10	1
FUN_017623-T1	0	2	0	6	18	7
FUN_017624-T1	0	0	0	0	0	0
FUN_017625-T1	0	0	0	0	0	0
FUN_017626-T1	3	0	1	7	25	1
FUN_017627-T1	0	0	0	0	0	0
FUN_017628-T1	1	0	0	1	1	0
FUN_017629-T1	0	0	0	0	0	0
FUN_017630-T1	0	0	0	0	0	0
FUN_017631-T1	0	1	0	0	0	0
FUN_017632-T1	5	22	170	0	8	0
FUN_017633-T1	0	0	0	0	0	0
FUN_017634-T1	0	0	0	0	1	0
FUN_017635-T1	0	0	0	0	0	0
FUN_017636-T1	0	0	0	0	0	0
FUN_017637-T1	0	0	0	0	0	0
FUN_017638-T1	0	0	0	0	0	0
FUN_017639-T1	0	0	0	0	0	0
FUN_017640-T1	0	0	0	0	0	0
FUN_017641-T1	0	0	0	0	0	0
FUN_017642-T1	0	1	1	0	1	0
FUN_017643-T1	0	0	0	0	0	0
FUN_017644-T1	0	0	0	0	0	0
FUN_017645-T1	0	0	0	0	0	0
FUN_017646-T1	0	0	0	0	0	0
FUN_017647-T1	0	0	0	0	0	0
FUN_017648-T1	0	0	0	0	0	0
FUN_017649-T1	0	0	0	0	0	0
FUN_017650-T1	0	0	0	0	0	0
FUN_017651-T1	0	0	0	0	0	0
FUN_017652-T1	0	0	0	0	0	0
FUN_017653-T1	0	0	0	0	0	0
FUN_017654-T1	0	0	0	0	0	0
FUN_017655-T1	0	0	0	0	0	0
FUN_017656-T1	0	0	0	0	0	0
FUN_017657-T1	0	0	0	0	0	0
FUN_017658-T1	0	0	0	0	0	0
FUN_017659-T1	0	0	0	0	0	0
FUN_017660-T1	0	0	0	0	0	0
FUN_017661-T1	0	0	0	0	0	0
FUN_017662-T1	0	0	0	0	0	0
FUN_017663-T1	0	0	0	0	0	0
FUN_017664-T1	0	0	0	0	0	0
FUN_017665-T1	0	0	0	0	0	0
FUN_017666-T1	0	0	0	0	1	0
FUN_017667-T1	0	0	0	0	0	0
FUN_017668-T1	0	0	0	0	0	0
FUN_017669-T1	0	1	0	0	0	0
FUN_017670-T1	76	202	66	70	217	69
FUN_017671-T1	0	0	0	0	0	0
FUN_017672-T1	0	0	0	0	0	0
FUN_017673-T1	1	1	0	0	0	0
FUN_017674-T1	0	0	0	0	0	0
FUN_017675-T1	0	0	0	0	0	0
FUN_017676-T1	0	0	0	0	0	0
FUN_017677-T1	8	7	9	1	4	1
FUN_017678-T1	0	0	0	0	0	0
FUN_017679-T1	0	0	0	0	0	0
FUN_017680-T1	0	0	0	0	0	0
FUN_017681-T1	0	0	0	0	0	0
FUN_017682-T1	0	0	0	0	0	0
FUN_017683-T1	1	4	1	7	22	6
FUN_017684-T1	0	4	0	1	2	2
FUN_017685-T1	0	0	0	0	0	0
FUN_017686-T1	16	18	0	60	181	21
FUN_017687-T1	0	0	0	0	0	0
FUN_017688-T1	13	19	12	113	295	117
FUN_017689-T1	1	8	0	11	9	5
FUN_017690-T1	0	0	0	0	0	0
FUN_017691-T1	5	22	8	15	49	13
FUN_017692-T1	4	23	9	3	22	15
FUN_017693-T1	0	3	2	39	252	123
FUN_017694-T1	0	0	0	0	0	0
FUN_017695-T1	0	0	0	0	0	0
FUN_017696-T1	11	44	8	9	56	22
FUN_017697-T1	1	8	2	0	0	0
FUN_017698-T1	0	0	0	0	0	0
FUN_017699-T1	1	0	0	0	1	0
FUN_017700-T1	8	10	9	16	27	4
FUN_017701-T1	0	0	0	0	0	0
FUN_017702-T1	0	0	0	1	0	0
FUN_017703-T1	146	351	116	154	513	155
FUN_017704-T1	3	0	2	0	0	0
FUN_017705-T1	0	0	0	0	0	0
FUN_017706-T1	2	0	0	0	0	0
FUN_017707-T1	10	1	0	0	0	0
FUN_017708-T1	14	27	6	10	32	6
FUN_017709-T1	9	44	14	17	75	20
FUN_017710-T1	39	106	38	69	250	64
FUN_017711-T1	177	486	146	232	871	261
FUN_017712-T1	0	0	0	0	0	0
FUN_017713-T1	47	115	55	83	271	69
FUN_017714-T1	0	0	0	0	0	0
FUN_017715-T1	0	0	0	0	0	0
FUN_017716-T1	0	0	0	0	0	0
FUN_017717-T1	28	70	15	9	42	14
FUN_017718-T1	0	0	0	0	0	0
FUN_017719-T1	86	229	64	124	445	106
FUN_017720-T1	86	327	92	142	573	132
FUN_017721-T1	0	0	0	0	0	0
FUN_017722-T1	0	0	0	0	0	0
FUN_017723-T1	0	0	0	0	0	0
FUN_017724-T1	0	0	0	0	0	0
FUN_017725-T1	0	0	0	0	0	0
FUN_017726-T1	3	7	1	0	0	0
FUN_017727-T1	0	0	0	0	0	0
FUN_017728-T1	0	1	0	0	0	0
FUN_017729-T1	1	9	4	0	2	0
FUN_017730-T1	0	4	0	0	0	0
FUN_017731-T1	0	0	7	1	3	1
FUN_017732-T1	1	4	0	0	3	2
FUN_017733-T1	0	0	0	0	0	0
FUN_017734-T1	0	0	0	0	0	0
FUN_017735-T1	0	0	0	0	0	0
FUN_017736-T1	0	2	0	1	1	0
FUN_017737-T1	0	0	0	0	0	0
FUN_017738-T1	6	2	0	0	0	0
FUN_017739-T1	0	0	0	0	0	0
FUN_017740-T1	0	0	0	0	0	0
FUN_017741-T1	1	2	0	0	0	0
FUN_017742-T1	112	113	14	4	18	5
FUN_017743-T1	12	111	54	63	184	73
FUN_017744-T1	10	77	18	0	0	0
FUN_017745-T1	17	65	8	6	28	10
FUN_017746-T1	13	56	21	17	99	20
FUN_017747-T1	2	8	4	1	8	10
FUN_017748-T1	0	4	2	1	0	4
FUN_017749-T1	195	171	17	85	156	83
FUN_017750-T1	0	0	0	0	0	0
FUN_017751-T1	0	0	0	0	0	0
FUN_017752-T1	0	0	0	0	0	0
FUN_017753-T1	0	1	0	0	0	0
FUN_017754-T1	0	0	0	0	0	0
FUN_017755-T1	1	0	0	0	0	0
FUN_017756-T1	0	0	0	0	0	0
FUN_017757-T1	3	4	0	1	3	0
FUN_017758-T1	4	5	0	1	0	1
FUN_017759-T1	0	0	0	0	0	0
FUN_017760-T1	0	0	0	0	0	0
FUN_017761-T1	0	0	0	0	0	0
FUN_017762-T1	19	119	35	39	189	32
FUN_017763-T1	0	0	0	0	0	0
FUN_017764-T1	0	4	0	0	1	0
FUN_017765-T1	0	0	0	0	0	0
FUN_017766-T1	0	0	0	0	0	0
FUN_017767-T1	0	0	0	0	0	0
FUN_017768-T1	0	0	0	0	0	1
FUN_017769-T1	0	0	0	0	0	0
FUN_017770-T1	2	4	2	6	15	2
FUN_017771-T1	246	678	188	345	1384	382
FUN_017772-T1	5	14	4	2	12	4
FUN_017773-T1	14	52	14	17	88	17
FUN_017774-T1	15	30	6	8	38	14
FUN_017775-T1	0	0	0	0	0	0
FUN_017776-T1	278	699	224	538	1552	426
FUN_017777-T1	22	57	12	24	76	23
FUN_017778-T1	0	0	0	0	0	0
FUN_017779-T1	122	571	189	396	1470	456
FUN_017780-T1	42	134	32	31	148	32
FUN_017781-T1	8	17	25	1	14	3
FUN_017782-T1	45	140	40	55	154	41
FUN_017783-T1	375	878	269	282	1301	273
FUN_017784-T1	8	17	3	22	77	8
FUN_017785-T1	0	2	0	0	0	0
FUN_017786-T1	0	0	0	0	0	0
FUN_017787-T1	0	1	0	0	0	0
FUN_017788-T1	14	66	5	5	29	4
FUN_017789-T1	48	125	36	44	133	33
FUN_017790-T1	7	5	8	319	1013	255
FUN_017791-T1	283	851	182	262	978	278
FUN_017792-T1	1	0	0	0	0	0
FUN_017793-T1	0	2	0	0	0	0
FUN_017794-T1	0	0	0	0	0	0
FUN_017795-T1	0	0	0	0	0	0
FUN_017796-T1	0	0	0	0	0	0
FUN_017797-T1	1	20	0	1	4	2
FUN_017798-T1	0	0	0	0	0	0
FUN_017799-T1	1	6	1	2	2	0
FUN_017800-T1	0	0	0	0	0	0
FUN_017801-T1	0	6	0	0	0	0
FUN_017802-T1	47	119	6	20	18	1
FUN_017803-T1	0	0	0	0	1	0
FUN_017804-T1	7	26	0	13	33	4
FUN_017805-T1	0	3	1	0	2	0
FUN_017806-T1	3	43	1	0	17	0
FUN_017807-T1	0	0	0	0	0	0
FUN_017808-T1	0	0	0	0	0	0
FUN_017809-T1	0	0	0	0	0	0
FUN_017810-T1	3	32	2	3	9	2
FUN_017811-T1	0	9	0	0	7	0
FUN_017812-T1	0	0	0	0	0	0
FUN_017813-T1	0	0	0	0	0	0
FUN_017814-T1	15	118	9	5	22	12
FUN_017815-T1	84	291	82	46	81	51
FUN_017816-T1	0	0	0	0	0	0
FUN_017817-T1	2	29	5	1	35	2
FUN_017818-T1	0	1	0	0	0	0
FUN_017819-T1	14	55	12	8	55	10
FUN_017820-T1	0	0	0	1	7	4
FUN_017821-T1	0	0	0	0	0	0
FUN_017822-T1	0	0	0	0	0	0
FUN_017823-T1	0	0	0	0	0	0
FUN_017824-T1	0	0	0	0	0	0
FUN_017825-T1	0	1	0	0	3	0
FUN_017826-T1	0	1	0	0	2	0
FUN_017827-T1	0	0	0	0	0	0
FUN_017828-T1	0	0	0	0	0	0
FUN_017829-T1	6	48	5	9	69	9
FUN_017830-T1	0	1	0	0	2	0
FUN_017831-T1	1	3	0	3	3	2
FUN_017832-T1	5	18	0	6	25	2
FUN_017833-T1	0	0	0	0	0	0
FUN_017834-T1	0	0	0	0	0	0
FUN_017835-T1	0	0	0	0	0	0
FUN_017836-T1	0	0	0	0	0	0
FUN_017837-T1	0	0	0	0	0	0
FUN_017838-T1	0	0	0	0	0	0
FUN_017839-T1	0	0	0	0	0	0
FUN_017840-T1	0	0	0	0	0	0
FUN_017841-T1	0	0	0	0	0	0
FUN_017842-T1	0	0	0	0	0	0
FUN_017843-T1	0	0	0	0	0	0
FUN_017844-T1	0	0	0	1	5	2
FUN_017845-T1	0	0	0	0	0	0
FUN_017846-T1	7	3	1	50	126	39
FUN_017847-T1	0	0	0	0	0	0
FUN_017848-T1	0	0	0	0	2	0
FUN_017849-T1	38	133	33	43	160	51
FUN_017850-T1	0	0	0	1	15	1
FUN_017851-T1	0	0	0	0	5	1
FUN_017852-T1	0	0	0	0	0	0
FUN_017853-T1	0	0	0	0	0	0
FUN_017854-T1	0	0	0	0	0	0
FUN_017855-T1	0	1	0	0	0	0
FUN_017856-T1	0	0	0	4	17	1
FUN_017857-T1	0	0	0	0	1	1
FUN_017858-T1	0	0	0	0	2	0
FUN_017859-T1	0	0	0	0	1	0
FUN_017860-T1	0	0	0	0	1	0
FUN_017861-T1	0	0	0	0	0	0
FUN_017862-T1	0	0	0	0	1	0
FUN_017863-T1	0	0	0	0	0	0
FUN_017864-T1	0	0	0	0	0	0
FUN_017865-T1	0	0	0	1	0	0
FUN_017866-T1	0	0	0	0	0	0
FUN_017867-T1	0	0	0	0	0	0
FUN_017868-T1	0	0	0	0	0	0
FUN_017869-T1	0	0	0	0	0	0
FUN_017870-T1	0	0	0	0	0	0
FUN_017871-T1	0	0	0	0	0	0
FUN_017872-T1	0	0	0	0	0	0
FUN_017873-T1	0	0	0	0	0	0
FUN_017874-T1	0	0	0	0	0	0
FUN_017875-T1	0	0	0	0	0	0
FUN_017876-T1	0	0	0	0	0	0
FUN_017877-T1	0	0	0	0	0	0
FUN_017878-T1	0	0	0	2	0	0
FUN_017879-T1	0	0	0	0	0	0
FUN_017880-T1	0	0	0	0	1	0
FUN_017881-T1	4	11	3	3	22	6
FUN_017882-T1	0	3	0	3	7	2
FUN_017883-T1	2	2	6	1	1	0
FUN_017884-T1	0	0	0	0	0	0
FUN_017885-T1	0	0	0	0	0	0
FUN_017886-T1	103	330	103	186	619	156
FUN_017887-T1	0	0	0	0	0	0
FUN_017888-T1	254	897	285	497	1992	480
FUN_017889-T1	144	524	155	303	1367	245
FUN_017890-T1	66	195	48	75	283	65
FUN_017891-T1	45	206	36	89	295	88
FUN_017892-T1	0	0	0	0	0	0
FUN_017893-T1	551	1572	401	71	260	74
FUN_017894-T1	1	1	0	0	2	0
FUN_017895-T1	6	45	14	21	55	13
FUN_017896-T1	7	52	19	4	3	1
FUN_017897-T1	0	0	0	0	0	0
FUN_017898-T1	83	210	62	98	353	93
FUN_017899-T1	0	0	0	0	0	0
FUN_017900-T1	2	9	5	4	11	1
FUN_017901-T1	5	4	0	0	16	7
FUN_017902-T1	0	0	0	0	0	0
FUN_017903-T1	46	122	28	59	132	34
FUN_017904-T1	2	19	0	10	20	1
FUN_017905-T1	1	2	1	1	7	1
FUN_017906-T1	13	49	17	32	89	29
FUN_017907-T1	3	13	9	7	31	10
FUN_017908-T1	0	0	0	0	0	0
FUN_017909-T1	0	7	1	5	4	4
FUN_017910-T1	6	30	11	8	25	9
FUN_017911-T1	199	608	225	321	1057	326
FUN_017912-T1	0	0	0	0	0	0
FUN_017913-T1	9	29	6	9	37	11
FUN_017914-T1	9	22	9	9	20	10
FUN_017915-T1	69	161	84	146	368	113
FUN_017916-T1	0	8	6	6	18	6
FUN_017917-T1	6	6	2	0	6	1
FUN_017918-T1	0	3	0	0	5	1
FUN_017919-T1	163	805	259	427	1377	310
FUN_017920-T1	31	83	14	89	187	89
FUN_017921-T1	0	0	0	0	0	0
FUN_017922-T1	0	0	0	0	0	0
FUN_017923-T1	0	0	0	0	0	0
FUN_017924-T1	0	0	0	0	0	0
FUN_017925-T1	34	80	25	32	135	27
FUN_017926-T1	18	45	29	17	73	7
FUN_017927-T1	0	5	0	0	0	0
FUN_017928-T1	0	2	0	0	0	0
FUN_017929-T1	0	0	0	0	0	0
FUN_017930-T1	0	0	0	0	0	0
FUN_017931-T1	0	0	0	0	0	0
FUN_017932-T1	1	1	0	0	0	0
FUN_017933-T1	0	0	0	0	0	0
FUN_017934-T1	0	0	0	0	0	0
FUN_017935-T1	0	0	0	0	0	0
FUN_017936-T1	0	0	0	0	0	0
FUN_017937-T1	53	31	26	20	14	11
FUN_017938-T1	0	0	0	0	0	0
FUN_017939-T1	0	0	0	0	0	0
FUN_017940-T1	88	234	50	124	399	49
FUN_017941-T1	0	0	0	0	0	0
FUN_017942-T1	53	130	49	29	160	43
FUN_017943-T1	13	47	22	17	43	8
FUN_017944-T1	436	1211	378	455	1643	496
FUN_017945-T1	48	144	39	71	265	62
FUN_017946-T1	311	747	480	154	566	140
FUN_017947-T1	0	0	0	0	0	0
FUN_017948-T1	223	233	106	642	1382	304
FUN_017949-T1	11	17	3	31	67	17
FUN_017950-T1	30	15	7	44	106	30
FUN_017951-T1	107	123	43	458	808	186
FUN_017952-T1	0	0	0	0	0	0
FUN_017953-T1	0	1	0	1	2	0
FUN_017954-T1	5	43	6	23	81	9
FUN_017955-T1	3	6	2	0	2	1
FUN_017956-T1	0	1	0	0	9	1
FUN_017957-T1	0	0	0	0	0	0
FUN_017958-T1	0	4	0	76	191	52
FUN_017959-T1	0	0	3	0	0	0
FUN_017960-T1	3	8	3	1	18	2
FUN_017961-T1	121	375	86	104	378	129
FUN_017962-T1	0	1	0	0	0	2
FUN_017963-T1	0	0	0	0	0	0
FUN_017964-T1	0	0	0	0	0	0
FUN_017965-T1	28	73	29	45	137	42
FUN_017966-T1	0	0	0	0	0	0
FUN_017967-T1	67	187	71	93	345	128
FUN_017968-T1	0	0	0	0	0	0
FUN_017969-T1	51	130	40	93	300	98
FUN_017970-T1	31	92	33	28	138	35
FUN_017971-T1	0	9	7	5	27	5
FUN_017972-T1	10	42	16	15	56	17
FUN_017973-T1	0	0	0	0	0	2
FUN_017974-T1	0	0	0	0	0	0
FUN_017975-T1	0	0	0	0	0	0
FUN_017976-T1	0	0	1	0	0	0
FUN_017977-T1	14	0	0	0	0	0
FUN_017978-T1	9	19	14	4	6	2
FUN_017979-T1	0	0	0	0	0	0
FUN_017980-T1	24	55	12	8	29	4
FUN_017981-T1	20	39	21	29	36	9
FUN_017982-T1	0	0	0	0	0	0
FUN_017983-T1	293	673	209	521	918	554
FUN_017984-T1	0	18	23	0	3	0
FUN_017985-T1	0	0	0	0	0	0
FUN_017986-T1	0	0	1	0	0	0
FUN_017987-T1	0	0	0	0	0	0
FUN_017988-T1	86	172	48	22	110	28
FUN_017989-T1	0	0	0	0	0	0
FUN_017990-T1	74	126	59	40	100	35
FUN_017991-T1	633	1491	565	2368	9299	2064
FUN_017992-T1	105	162	84	51	107	41
FUN_017993-T1	473	1099	331	455	1558	359
FUN_017994-T1	193	646	227	301	1024	283
FUN_017995-T1	0	0	0	0	0	0
FUN_017996-T1	1	1	0	16	36	4
FUN_017997-T1	0	0	0	0	0	0
FUN_017998-T1	1	2	0	0	0	0
FUN_017999-T1	3	9	0	0	0	0
FUN_018000-T1	0	0	0	0	0	0
FUN_018001-T1	0	0	0	0	0	0
FUN_018002-T1	0	1	0	0	0	0
FUN_018003-T1	1	0	0	0	0	0
FUN_018004-T1	0	0	0	0	0	0
FUN_018005-T1	0	0	0	0	4	1
FUN_018006-T1	11	23	7	10	17	6
FUN_018007-T1	7	24	12	10	44	6
FUN_018008-T1	781	1626	399	443	1342	360
FUN_018009-T1	3	0	0	1	0	0
FUN_018010-T1	0	1	0	0	0	0
FUN_018011-T1	0	0	0	0	0	0
FUN_018012-T1	0	6	0	0	0	2
FUN_018013-T1	0	0	0	0	0	0
FUN_018014-T1	57	140	35	42	204	40
FUN_018015-T1	12	38	9	13	62	14
FUN_018016-T1	16	24	10	23	38	12
FUN_018017-T1	6	41	14	14	44	9
FUN_018018-T1	0	3	0	2	4	0
FUN_018019-T1	1	0	0	0	6	0
FUN_018020-T1	469	773	222	951	3660	596
FUN_018021-T1	1	0	0	0	3	0
FUN_018022-T1	0	0	0	0	0	0
FUN_018023-T1	0	0	0	0	0	0
FUN_018024-T1	0	0	0	0	0	0
FUN_018025-T1	0	0	0	0	0	0
FUN_018026-T1	0	0	0	0	0	0
FUN_018027-T1	100	314	83	112	408	100
FUN_018028-T1	12	46	13	18	59	0
FUN_018029-T1	7	20	8	3	36	10
FUN_018030-T1	8	31	11	31	44	10
FUN_018031-T1	0	0	0	0	0	0
FUN_018032-T1	295	405	104	55	93	34
FUN_018033-T1	0	0	1	0	0	0
FUN_018034-T1	0	0	0	0	0	0
FUN_018035-T1	5	3	7	0	1	5
FUN_018036-T1	4	21	14	34	93	23
FUN_018037-T1	0	0	0	0	0	0
