	Adult_FG_1	Adult_FG_2	Adult_FG_3	Adult_OV_1	Adult_OV_2	Adult_OV_3
FUN_018038-T1	1	1	24	0	0	0
FUN_018039-T1	0	0	0	0	0	0
FUN_018040-T1	0	1	0	0	2	1
FUN_018041-T1	0	0	0	0	0	0
FUN_018042-T1	0	0	0	0	0	0
FUN_018043-T1	0	0	0	0	0	0
FUN_018044-T1	0	0	0	0	0	0
FUN_018045-T1	0	0	0	0	0	0
FUN_018046-T1	0	5	0	6	0	2
FUN_018047-T1	0	0	0	0	0	0
FUN_018048-T1	0	0	0	0	0	0
FUN_018049-T1	0	0	0	0	0	0
FUN_018050-T1	0	0	0	0	0	0
FUN_018051-T1	0	0	0	0	0	1
FUN_018052-T1	22	0	2	0	0	0
FUN_018053-T1	7	19	9	4	4	0
FUN_018054-T1	1474	2205	1642	1	1	3
FUN_018055-T1	0	0	0	0	0	0
FUN_018056-T1	85	260	71	92	330	60
FUN_018057-T1	56	193	50	114	363	85
FUN_018058-T1	20	90	24	100	179	56
FUN_018059-T1	169	270	177	312	832	225
FUN_018060-T1	12	73	64	170	417	119
FUN_018061-T1	1	8	1	1	6	0
FUN_018062-T1	9	39	10	18	56	8
FUN_018063-T1	0	1	0	6	26	2
FUN_018064-T1	4	4	0	6	11	3
FUN_018065-T1	103	347	90	52	159	33
FUN_018066-T1	15	44	10	29	70	24
FUN_018067-T1	0	0	0	0	0	0
FUN_018068-T1	78	294	41	36	112	36
FUN_018069-T1	361	1311	352	801	2710	539
FUN_018070-T1	28	28	23	21	52	7
FUN_018071-T1	22	55	22	65	163	57
FUN_018072-T1	1	5	2	4	49	7
FUN_018073-T1	17	57	22	98	192	88
FUN_018074-T1	288	912	378	641	2268	568
FUN_018075-T1	5	12	5	2	11	3
FUN_018076-T1	0	2	0	21	28	3
FUN_018077-T1	2	18	3	6	15	3
FUN_018078-T1	15	30	11	42	88	29
FUN_018079-T1	107	271	70	97	266	74
FUN_018080-T1	90	229	64	98	298	56
FUN_018081-T1	0	0	0	0	1	0
FUN_018082-T1	0	0	0	0	0	0
FUN_018083-T1	0	0	0	0	0	0
FUN_018084-T1	0	0	0	0	0	0
FUN_018085-T1	0	0	0	0	0	0
FUN_018086-T1	0	0	0	0	0	0
FUN_018087-T1	0	0	0	0	0	0
FUN_018088-T1	9	44	20	32	103	23
FUN_018089-T1	0	0	3	0	0	0
FUN_018090-T1	35	91	49	87	180	61
FUN_018091-T1	152	471	121	132	646	154
FUN_018092-T1	2	9	2	2	20	8
FUN_018093-T1	24745	3758	9856	2967	639	4922
FUN_018094-T1	12036	2015	6356	2142	382	3329
FUN_018095-T1	11917	2040	6921	2353	387	4095
FUN_018096-T1	4596	797	3237	1113	236	1792
FUN_018097-T1	0	0	0	0	0	0
FUN_018098-T1	14090	3032	7383	2308	688	3603
FUN_018099-T1	7197	1711	4701	1429	378	2355
FUN_018100-T1	6755	1480	3607	794	453	1877
FUN_018101-T1	0	0	0	0	0	0
FUN_018102-T1	23	57	18	25	93	32
FUN_018103-T1	75	174	33	38	110	24
FUN_018104-T1	18	67	12	16	45	17
FUN_018105-T1	97	233	80	140	518	135
FUN_018106-T1	0	0	0	0	0	0
FUN_018107-T1	0	7	0	56	59	41
FUN_018108-T1	0	2	0	10	8	13
FUN_018109-T1	787	3602	1269	860	4013	919
FUN_018110-T1	2	23	9	15	39	14
FUN_018111-T1	37	96	28	34	93	37
FUN_018112-T1	10	29	14	22	129	18
FUN_018113-T1	0	2	0	3	8	0
FUN_018114-T1	0	0	0	0	1	0
FUN_018115-T1	0	1	0	2	6	3
FUN_018116-T1	10	37	10	29	70	32
FUN_018117-T1	1	3	0	0	0	0
FUN_018118-T1	19	46	19	23	95	30
FUN_018119-T1	0	0	0	0	0	0
FUN_018120-T1	0	0	0	0	0	0
FUN_018121-T1	0	0	0	0	0	0
FUN_018122-T1	0	0	0	0	0	0
FUN_018123-T1	0	0	0	0	0	0
FUN_018124-T1	0	0	0	0	0	0
FUN_018125-T1	0	0	0	0	0	0
FUN_018126-T1	0	0	0	0	0	0
FUN_018127-T1	84	130	37	36	124	41
FUN_018128-T1	4	9	4	4	6	1
FUN_018129-T1	40	153	42	53	199	59
FUN_018130-T1	0	0	0	0	0	0
FUN_018131-T1	0	0	0	0	0	0
FUN_018132-T1	0	0	0	0	0	0
FUN_018133-T1	1	0	0	0	0	0
FUN_018134-T1	2	0	4	0	0	0
FUN_018135-T1	0	0	0	0	0	0
FUN_018136-T1	0	0	0	0	0	0
FUN_018137-T1	0	0	0	0	0	0
FUN_018138-T1	0	0	0	0	0	0
FUN_018139-T1	0	0	0	0	0	0
FUN_018140-T1	0	0	0	0	0	0
FUN_018141-T1	0	0	0	0	0	0
FUN_018142-T1	0	0	0	0	0	0
FUN_018143-T1	0	0	0	0	0	0
FUN_018144-T1	0	0	0	0	1	4
FUN_018145-T1	0	0	0	0	0	0
FUN_018146-T1	108	316	71	53	210	64
FUN_018147-T1	30	176	36	73	219	61
FUN_018148-T1	0	0	0	0	0	0
FUN_018149-T1	0	0	0	0	0	0
FUN_018150-T1	0	0	0	0	0	0
FUN_018151-T1	0	0	0	0	0	0
FUN_018152-T1	121	195	131	247	884	236
FUN_018153-T1	16	45	20	125	371	112
FUN_018154-T1	32	71	17	41	131	30
FUN_018155-T1	5	0	5	1	4	2
FUN_018156-T1	0	0	0	0	0	0
FUN_018157-T1	15	3	3	6	10	3
FUN_018158-T1	0	0	0	0	0	0
FUN_018159-T1	0	0	0	3	9	1
FUN_018160-T1	1186	3394	1012	160	570	142
FUN_018161-T1	0	0	0	0	0	0
FUN_018162-T1	0	0	0	0	0	1
FUN_018163-T1	7	24	3	11	42	12
FUN_018164-T1	0	2	0	0	3	1
FUN_018165-T1	5	6	0	4	9	2
FUN_018166-T1	0	0	0	0	0	0
FUN_018167-T1	0	0	0	0	0	0
FUN_018168-T1	0	0	0	0	0	2
FUN_018169-T1	0	0	0	0	0	0
FUN_018170-T1	0	0	0	0	0	0
FUN_018171-T1	0	0	0	0	0	0
FUN_018172-T1	0	0	0	0	0	0
FUN_018173-T1	0	0	0	2	3	0
FUN_018174-T1	0	1	1	432	742	312
FUN_018175-T1	3	0	4	0	3	0
FUN_018176-T1	0	6	0	0	14	5
FUN_018177-T1	23	46	15	21	86	20
FUN_018178-T1	20	46	23	43	96	43
FUN_018179-T1	28	100	27	65	144	58
FUN_018180-T1	22	36	17	25	80	26
FUN_018181-T1	2	0	0	1	0	0
FUN_018182-T1	0	0	0	0	0	0
FUN_018183-T1	47	161	54	87	278	82
FUN_018184-T1	0	13	5	6	25	4
FUN_018185-T1	6	34	4	41	88	22
FUN_018186-T1	1	4	3	12	15	14
FUN_018187-T1	23	28	8	36	147	38
FUN_018188-T1	33	54	18	17	73	24
FUN_018189-T1	5	9	0	7	21	7
FUN_018190-T1	19	33	10	19	85	20
FUN_018191-T1	5	2	2	6	26	3
FUN_018192-T1	25	95	12	24	72	23
FUN_018193-T1	10	34	16	22	66	25
FUN_018194-T1	0	0	0	0	0	0
FUN_018195-T1	0	1	0	0	0	0
FUN_018196-T1	46	3	1	2	24	1
FUN_018197-T1	12	353	15	30	87	22
FUN_018198-T1	0	0	0	0	0	0
FUN_018199-T1	0	0	0	0	0	0
FUN_018200-T1	33	107	32	21	125	27
FUN_018201-T1	51	145	43	36	144	50
FUN_018202-T1	40	65	18	26	64	27
FUN_018203-T1	0	4	0	0	0	0
FUN_018204-T1	0	0	0	0	0	0
FUN_018205-T1	0	0	0	0	0	0
FUN_018206-T1	0	0	0	0	0	0
FUN_018207-T1	0	0	0	0	0	0
FUN_018208-T1	0	0	0	0	0	0
FUN_018209-T1	0	0	0	0	0	0
FUN_018210-T1	0	0	0	0	0	0
FUN_018211-T1	0	4	2	0	0	0
FUN_018212-T1	9	54	7	0	0	0
FUN_018213-T1	0	0	0	0	0	0
FUN_018214-T1	0	0	0	0	0	0
FUN_018215-T1	133	165	31	43	29	5
FUN_018216-T1	1	1	1	4	0	1
FUN_018217-T1	0	0	0	0	1	0
FUN_018218-T1	1	6	8	97	189	50
FUN_018219-T1	13	16	8	22	86	13
FUN_018220-T1	22	50	36	21	103	29
FUN_018221-T1	267	714	218	439	1229	323
FUN_018222-T1	12	37	5	2	13	5
FUN_018223-T1	0	0	0	0	0	0
FUN_018224-T1	0	0	0	0	0	0
FUN_018225-T1	0	0	0	1	0	1
FUN_018226-T1	12	19	11	1	16	11
FUN_018227-T1	0	0	0	0	0	0
FUN_018228-T1	0	0	0	0	0	0
FUN_018229-T1	39	107	52	126	371	94
FUN_018230-T1	7	68	16	24	50	18
FUN_018231-T1	0	1	2	0	2	0
FUN_018232-T1	0	1	0	0	0	0
FUN_018233-T1	1	1	0	0	0	0
FUN_018234-T1	0	6	0	0	0	0
FUN_018235-T1	6	34	11	16	51	4
FUN_018236-T1	0	0	0	0	0	0
FUN_018237-T1	0	0	0	0	0	0
FUN_018238-T1	0	0	0	0	0	0
FUN_018239-T1	0	0	0	0	0	0
FUN_018240-T1	1	4	0	0	0	0
FUN_018241-T1	0	3	0	0	0	0
FUN_018242-T1	0	0	0	0	0	0
FUN_018243-T1	0	0	0	0	0	0
FUN_018244-T1	0	0	0	0	0	0
FUN_018245-T1	0	1	0	0	0	0
FUN_018246-T1	0	0	0	0	0	0
FUN_018247-T1	0	0	0	0	0	0
FUN_018248-T1	2	0	7	0	0	0
FUN_018249-T1	0	0	0	0	0	0
FUN_018250-T1	0	0	0	0	0	0
FUN_018251-T1	2	0	7	0	0	0
FUN_018252-T1	0	0	0	0	0	0
FUN_018253-T1	0	0	2	0	0	0
FUN_018254-T1	1	2	5	0	0	0
FUN_018255-T1	0	0	0	0	0	0
FUN_018256-T1	0	0	0	0	0	0
FUN_018257-T1	0	0	0	0	0	0
FUN_018258-T1	0	0	0	0	0	0
FUN_018259-T1	0	0	0	0	0	0
FUN_018260-T1	0	1	2	0	0	0
FUN_018261-T1	1	0	7	0	0	0
FUN_018262-T1	4	2	25	0	0	0
FUN_018263-T1	0	0	0	0	0	0
FUN_018264-T1	5	0	5	0	0	0
FUN_018265-T1	0	0	0	0	0	0
FUN_018266-T1	0	0	0	0	0	0
FUN_018267-T1	0	0	0	0	0	0
FUN_018268-T1	0	0	0	0	0	0
FUN_018269-T1	0	0	0	0	0	0
FUN_018270-T1	0	0	0	0	1	1
FUN_018271-T1	0	0	0	0	0	0
FUN_018272-T1	0	0	0	0	0	0
FUN_018273-T1	0	0	0	0	0	0
FUN_018274-T1	99	235	74	171	387	109
FUN_018275-T1	0	0	0	0	0	0
FUN_018276-T1	0	2	0	0	0	0
FUN_018277-T1	0	0	0	0	0	0
FUN_018278-T1	1	0	1	0	0	0
FUN_018279-T1	0	0	0	0	0	0
FUN_018280-T1	14	69	19	18	86	22
FUN_018281-T1	93	386	70	94	298	80
FUN_018282-T1	7	19	5	22	41	6
FUN_018283-T1	0	1	0	0	0	0
FUN_018284-T1	33	166	53	7	27	2
FUN_018285-T1	0	2	1	0	0	0
FUN_018286-T1	0	0	0	0	0	0
FUN_018287-T1	11	8	17	0	1	1
FUN_018288-T1	0	0	2	0	0	0
FUN_018289-T1	0	0	0	0	0	0
FUN_018290-T1	0	0	0	0	0	0
FUN_018291-T1	0	0	0	0	0	0
FUN_018292-T1	0	0	0	0	0	0
FUN_018293-T1	1	0	2	0	0	0
FUN_018294-T1	0	0	0	0	0	0
FUN_018295-T1	0	0	0	0	0	0
FUN_018296-T1	0	0	1	0	0	0
FUN_018297-T1	0	0	0	0	0	0
FUN_018298-T1	0	0	3	0	0	0
FUN_018299-T1	0	0	0	0	0	0
FUN_018300-T1	0	0	0	0	1	0
FUN_018301-T1	0	0	0	0	1	0
FUN_018302-T1	0	0	0	0	0	0
FUN_018303-T1	0	0	0	0	0	0
FUN_018304-T1	0	0	0	0	0	0
FUN_018305-T1	0	0	0	0	0	0
FUN_018306-T1	0	2	0	0	0	0
FUN_018307-T1	0	0	0	0	0	0
FUN_018308-T1	0	1	1	0	0	0
FUN_018309-T1	1	3	0	0	1	0
FUN_018310-T1	12	38	29	9	45	12
FUN_018311-T1	576	1927	535	764	2605	713
FUN_018312-T1	0	0	1	0	1	0
FUN_018313-T1	0	0	0	0	0	0
FUN_018314-T1	0	0	0	0	0	0
FUN_018315-T1	2	7	0	0	0	0
FUN_018316-T1	17	88	14	0	1	0
FUN_018317-T1	46	104	4	12	29	4
FUN_018318-T1	0	0	0	0	0	0
FUN_018319-T1	0	0	0	0	0	0
FUN_018320-T1	0	0	0	0	0	0
FUN_018321-T1	0	0	0	0	0	0
FUN_018322-T1	0	0	0	0	0	0
FUN_018323-T1	30	60	5	6	7	8
FUN_018324-T1	25	52	15	0	8	8
FUN_018325-T1	0	1	0	0	0	0
FUN_018326-T1	4	26	10	7	30	11
FUN_018327-T1	93	363	102	116	443	87
FUN_018328-T1	11	34	9	19	52	11
FUN_018329-T1	20	51	17	25	125	40
FUN_018330-T1	0	0	0	0	0	0
FUN_018331-T1	1	1	0	0	4	2
FUN_018332-T1	0	0	0	0	0	0
FUN_018333-T1	20	30	14	64	124	33
FUN_018334-T1	0	0	0	0	0	0
FUN_018335-T1	15	64	19	43	188	21
FUN_018336-T1	0	0	0	0	0	0
FUN_018337-T1	1	33	1	7	2	1
FUN_018338-T1	0	0	0	0	0	0
FUN_018339-T1	0	2	1	10	3	4
FUN_018340-T1	1	0	0	0	0	1
FUN_018341-T1	11	19	1	10	6	20
FUN_018342-T1	0	0	0	0	2	0
FUN_018343-T1	308	620	85	300	791	88
FUN_018344-T1	1	8	2	1	7	0
FUN_018345-T1	0	4	0	1	8	2
FUN_018346-T1	0	5	0	0	4	1
FUN_018347-T1	5	64	1	18	39	3
FUN_018348-T1	27	146	18	64	157	28
FUN_018349-T1	2	51	1	3	19	1
FUN_018350-T1	43	196	39	87	365	54
FUN_018351-T1	1	19	0	1	21	5
FUN_018352-T1	0	21	3	3	24	4
FUN_018353-T1	0	1	1	0	8	1
FUN_018354-T1	14	52	9	11	60	7
FUN_018355-T1	0	0	0	0	0	0
FUN_018356-T1	137	329	56	78	282	55
FUN_018357-T1	0	2	0	1	11	0
FUN_018358-T1	2	10	1	1	31	3
FUN_018359-T1	0	0	0	0	1	0
FUN_018360-T1	1	4	1	3	7	3
FUN_018361-T1	0	0	0	0	0	0
FUN_018362-T1	0	1	0	0	0	0
FUN_018363-T1	0	2	4	0	0	0
FUN_018364-T1	2	17	9	0	0	0
FUN_018365-T1	3	2	3	19	123	26
FUN_018366-T1	0	0	0	0	0	0
FUN_018367-T1	0	0	0	0	1	0
FUN_018368-T1	0	0	0	0	0	0
FUN_018369-T1	0	0	0	0	0	0
FUN_018370-T1	0	0	0	0	0	0
FUN_018371-T1	0	0	0	0	0	0
FUN_018372-T1	0	0	0	0	0	0
FUN_018373-T1	0	0	0	0	0	0
FUN_018374-T1	0	0	0	0	0	0
FUN_018375-T1	0	0	0	0	0	0
FUN_018376-T1	0	0	0	0	0	0
FUN_018377-T1	0	0	0	0	0	0
FUN_018378-T1	0	0	0	0	0	0
FUN_018379-T1	0	0	0	0	0	0
FUN_018380-T1	0	0	0	0	0	0
FUN_018381-T1	0	0	0	0	0	0
FUN_018382-T1	0	0	0	0	0	0
FUN_018383-T1	0	0	0	0	0	0
FUN_018384-T1	0	0	0	0	0	0
FUN_018385-T1	0	0	0	0	0	0
FUN_018386-T1	0	0	0	0	0	0
FUN_018387-T1	0	0	0	0	0	0
FUN_018388-T1	0	0	0	0	0	0
FUN_018389-T1	0	8	0	0	0	0
FUN_018390-T1	4	1	0	0	0	0
FUN_018391-T1	1	1	0	1	0	0
FUN_018392-T1	0	0	0	0	0	0
FUN_018393-T1	0	0	0	0	0	0
FUN_018394-T1	0	0	0	0	0	0
FUN_018395-T1	0	0	0	0	0	0
FUN_018396-T1	0	0	0	0	0	0
FUN_018397-T1	0	0	0	0	0	0
FUN_018398-T1	0	0	0	0	0	0
FUN_018399-T1	8	23	5	7	25	4
FUN_018400-T1	0	26	9	4	34	14
FUN_018401-T1	0	2	0	21	68	4
FUN_018402-T1	0	0	0	0	0	0
FUN_018403-T1	0	0	0	0	0	0
FUN_018404-T1	0	0	0	0	3	0
FUN_018405-T1	0	0	0	0	0	0
FUN_018406-T1	0	0	0	0	0	0
FUN_018407-T1	0	0	0	0	0	0
FUN_018408-T1	0	0	0	0	2	0
FUN_018409-T1	6	41	11	0	0	0
FUN_018410-T1	0	0	0	0	0	0
FUN_018411-T1	0	0	0	0	0	0
FUN_018412-T1	0	0	0	0	0	0
FUN_018413-T1	0	0	0	0	0	0
FUN_018414-T1	4	10	2	7	13	4
FUN_018415-T1	0	6	3	3	6	2
FUN_018416-T1	0	4	3	3	9	2
FUN_018417-T1	17	51	12	37	94	28
FUN_018418-T1	4	19	9	12	39	10
FUN_018419-T1	0	9	4	5	15	0
FUN_018420-T1	16	48	13	22	122	26
FUN_018421-T1	3	8	2	3	14	8
FUN_018422-T1	14	29	10	7	22	10
FUN_018423-T1	15	39	11	27	64	11
FUN_018424-T1	27	102	27	64	277	80
FUN_018425-T1	465	1246	440	548	1895	456
FUN_018426-T1	30	60	25	36	115	26
FUN_018427-T1	5	23	10	48	135	61
FUN_018428-T1	8	36	12	9	66	6
FUN_018429-T1	34	76	14	31	113	30
FUN_018430-T1	2	4	5	5	12	5
FUN_018431-T1	93	272	98	124	614	223
FUN_018432-T1	21	66	11	1	17	7
FUN_018433-T1	0	0	0	0	0	0
FUN_018434-T1	0	0	1	0	0	0
FUN_018435-T1	10	43	6	13	51	18
FUN_018436-T1	12	54	18	19	45	16
FUN_018437-T1	26	96	33	103	321	83
FUN_018438-T1	43	131	56	81	205	70
FUN_018439-T1	47	113	36	71	173	62
FUN_018440-T1	18	36	8	15	42	10
FUN_018441-T1	15	50	8	26	68	11
FUN_018442-T1	4	35	16	9	28	8
FUN_018443-T1	0	0	0	0	0	0
FUN_018444-T1	9	34	9	14	102	17
FUN_018445-T1	0	0	0	0	0	0
FUN_018446-T1	0	0	0	0	0	0
FUN_018447-T1	0	0	0	0	0	0
FUN_018448-T1	0	0	0	0	0	0
FUN_018449-T1	0	0	0	0	0	0
FUN_018450-T1	0	1	0	7	18	7
FUN_018451-T1	0	0	0	0	0	0
FUN_018452-T1	0	0	0	0	0	0
FUN_018453-T1	0	0	0	0	0	0
FUN_018454-T1	0	0	0	0	0	0
FUN_018455-T1	0	0	0	0	0	0
FUN_018456-T1	0	0	0	0	0	0
FUN_018457-T1	0	0	0	0	0	0
FUN_018458-T1	0	0	0	0	0	0
FUN_018459-T1	0	0	0	0	0	0
FUN_018460-T1	0	0	0	0	0	0
FUN_018461-T1	0	0	1	0	1	0
FUN_018462-T1	0	0	0	0	0	0
FUN_018463-T1	3	1	3	0	5	1
FUN_018464-T1	130	145	40	67	260	70
FUN_018465-T1	0	0	0	0	0	0
FUN_018466-T1	3	4	1	8	69	6
FUN_018467-T1	7	19	2	16	25	7
FUN_018468-T1	1	3	0	4	10	3
FUN_018469-T1	0	0	0	0	0	0
FUN_018470-T1	0	0	0	0	0	0
FUN_018471-T1	0	0	0	0	0	0
FUN_018472-T1	0	0	0	0	0	0
FUN_018473-T1	0	0	0	0	0	0
FUN_018474-T1	0	0	0	0	0	0
FUN_018475-T1	0	0	0	0	0	0
FUN_018476-T1	0	0	0	0	0	0
FUN_018477-T1	0	0	0	0	0	0
FUN_018478-T1	0	0	0	0	0	0
FUN_018479-T1	0	0	0	0	0	0
FUN_018480-T1	0	0	0	0	0	0
FUN_018481-T1	0	0	0	0	0	0
FUN_018482-T1	0	0	0	0	0	0
FUN_018483-T1	0	1	0	0	0	0
FUN_018484-T1	0	0	0	0	0	0
FUN_018485-T1	0	0	0	0	0	0
FUN_018486-T1	0	0	0	0	0	0
FUN_018487-T1	0	0	0	0	0	0
FUN_018488-T1	0	0	0	0	0	0
FUN_018489-T1	0	0	0	0	0	0
FUN_018490-T1	0	0	0	0	0	0
FUN_018491-T1	0	0	0	0	0	0
FUN_018492-T1	0	0	0	0	0	0
FUN_018493-T1	0	0	0	0	0	0
FUN_018494-T1	0	0	0	0	0	0
FUN_018495-T1	0	0	0	0	1	0
FUN_018496-T1	0	0	0	0	0	0
FUN_018497-T1	0	0	0	0	0	0
FUN_018498-T1	0	0	0	0	0	0
FUN_018499-T1	0	0	0	0	0	0
FUN_018500-T1	0	0	0	0	0	0
FUN_018501-T1	0	0	0	0	0	0
FUN_018502-T1	0	0	0	0	0	0
FUN_018503-T1	0	0	0	0	0	0
FUN_018504-T1	11	0	0	0	0	0
FUN_018505-T1	0	0	0	0	0	0
FUN_018506-T1	0	0	0	0	0	0
FUN_018507-T1	0	0	1	0	7	1
FUN_018508-T1	0	0	0	0	2	0
FUN_018509-T1	0	2	1	0	17	3
FUN_018510-T1	7	21	8	3	12	3
FUN_018511-T1	116	192	106	125	322	102
FUN_018512-T1	6	30	11	21	29	12
FUN_018513-T1	10	24	8	25	45	8
FUN_018514-T1	2	1	1	2	3	0
FUN_018515-T1	0	0	0	0	0	0
FUN_018516-T1	0	0	0	0	0	0
FUN_018517-T1	0	0	0	0	0	0
FUN_018518-T1	0	0	0	0	0	0
FUN_018519-T1	0	0	0	0	0	0
FUN_018520-T1	0	0	0	0	0	0
FUN_018521-T1	0	0	0	0	0	0
FUN_018522-T1	0	0	0	0	0	0
FUN_018523-T1	0	0	0	0	0	0
FUN_018524-T1	0	0	0	0	0	0
FUN_018525-T1	0	0	0	0	0	0
FUN_018526-T1	0	0	0	0	0	0
FUN_018527-T1	0	0	0	0	0	0
FUN_018528-T1	0	0	0	0	0	0
FUN_018529-T1	0	0	0	0	0	0
FUN_018530-T1	0	0	0	0	0	0
FUN_018531-T1	0	1	0	0	2	0
FUN_018532-T1	4	35	11	20	25	2
FUN_018533-T1	35	118	69	58	195	59
FUN_018534-T1	47	109	55	39	164	51
FUN_018535-T1	68	185	65	37	225	52
FUN_018536-T1	69	175	81	107	391	118
FUN_018537-T1	499	1718	416	96	321	65
FUN_018538-T1	30	58	24	35	77	30
FUN_018539-T1	0	0	0	0	0	0
FUN_018540-T1	0	0	0	0	0	0
FUN_018541-T1	0	2	0	1	3	2
FUN_018542-T1	0	0	0	0	0	0
FUN_018543-T1	0	0	0	0	0	0
FUN_018544-T1	115	268	46	29	47	14
FUN_018545-T1	5	11	2	9	36	13
FUN_018546-T1	0	0	0	0	22	5
FUN_018547-T1	0	0	0	0	0	0
FUN_018548-T1	399	1403	417	651	3017	566
FUN_018549-T1	106	358	61	48	284	62
FUN_018550-T1	0	2	0	0	0	0
FUN_018551-T1	0	2	0	0	0	0
FUN_018552-T1	1	7	8	0	0	0
FUN_018553-T1	43	125	33	22	96	27
FUN_018554-T1	2	6	2	1	6	2
FUN_018555-T1	30	112	37	45	197	53
FUN_018556-T1	1	4	4	1	14	6
FUN_018557-T1	8	9	4	3	17	3
FUN_018558-T1	73	276	44	119	435	108
FUN_018559-T1	9	96	28	42	165	36
FUN_018560-T1	6	8	1	1	10	2
FUN_018561-T1	19	37	9	25	82	44
FUN_018562-T1	0	0	0	0	0	0
FUN_018563-T1	0	0	0	0	0	0
FUN_018564-T1	0	0	0	0	0	0
FUN_018565-T1	63	85	31	23	20	9
FUN_018566-T1	0	4	7	0	0	0
FUN_018567-T1	0	0	0	0	0	0
FUN_018568-T1	0	0	0	0	0	0
FUN_018569-T1	0	0	0	0	0	0
FUN_018570-T1	0	0	0	0	0	0
FUN_018571-T1	0	0	0	0	0	0
FUN_018572-T1	0	0	0	0	0	0
FUN_018573-T1	0	0	0	0	0	0
FUN_018574-T1	0	0	0	0	0	0
FUN_018575-T1	0	0	0	0	0	0
FUN_018576-T1	0	0	0	0	1	0
FUN_018577-T1	0	0	0	0	0	0
FUN_018578-T1	2	30	21	4	28	17
FUN_018579-T1	0	1	0	0	6	1
FUN_018580-T1	0	1	0	0	6	0
FUN_018581-T1	0	1	0	1	0	0
FUN_018582-T1	0	0	0	2	2	0
FUN_018583-T1	0	0	0	0	0	0
FUN_018584-T1	0	0	0	0	0	0
FUN_018585-T1	0	0	0	0	0	0
FUN_018586-T1	0	0	0	0	0	0
FUN_018587-T1	0	0	0	0	0	0
FUN_018588-T1	0	0	0	0	0	0
FUN_018589-T1	0	0	0	0	0	0
FUN_018590-T1	0	2	0	0	0	0
FUN_018591-T1	0	0	0	0	0	0
FUN_018592-T1	0	0	0	0	0	0
FUN_018593-T1	0	0	0	0	0	0
FUN_018594-T1	0	0	0	0	0	0
FUN_018595-T1	0	0	0	0	0	0
FUN_018596-T1	0	0	0	0	0	0
FUN_018597-T1	0	0	0	0	0	0
FUN_018598-T1	0	0	0	0	0	0
FUN_018599-T1	0	0	0	0	0	0
FUN_018600-T1	0	0	0	0	0	0
FUN_018601-T1	0	0	0	0	0	0
FUN_018602-T1	0	0	0	0	1	2
FUN_018603-T1	0	0	0	0	0	0
FUN_018604-T1	0	0	0	0	0	0
FUN_018605-T1	0	0	0	0	2	2
FUN_018606-T1	0	0	0	0	0	0
FUN_018607-T1	0	0	0	0	0	0
FUN_018608-T1	0	0	0	0	0	0
FUN_018609-T1	0	0	0	0	0	0
FUN_018610-T1	0	0	0	0	0	0
FUN_018611-T1	0	0	0	0	0	0
FUN_018612-T1	0	0	0	0	0	0
FUN_018613-T1	0	0	0	0	0	0
FUN_018614-T1	0	0	0	0	0	0
FUN_018615-T1	0	0	0	0	0	0
FUN_018616-T1	0	0	0	0	0	0
FUN_018617-T1	0	0	0	0	0	0
FUN_018618-T1	0	0	0	0	0	0
FUN_018619-T1	0	0	0	0	0	0
FUN_018620-T1	0	0	0	0	0	0
FUN_018621-T1	0	0	0	0	0	0
FUN_018622-T1	0	0	0	0	0	0
FUN_018623-T1	0	0	0	0	0	0
FUN_018624-T1	0	0	0	0	0	0
FUN_018625-T1	0	0	0	0	0	0
FUN_018626-T1	0	0	0	0	0	0
FUN_018627-T1	0	0	0	0	0	0
FUN_018628-T1	0	0	0	0	0	0
FUN_018629-T1	0	0	0	0	0	0
FUN_018630-T1	0	0	0	0	0	0
FUN_018631-T1	0	0	0	0	0	0
FUN_018632-T1	0	0	0	0	0	0
FUN_018633-T1	0	0	0	0	0	0
FUN_018634-T1	0	0	0	0	0	0
FUN_018635-T1	0	0	0	0	0	0
FUN_018636-T1	0	0	0	0	0	0
FUN_018637-T1	0	0	0	0	0	0
FUN_018638-T1	0	0	0	0	0	0
FUN_018639-T1	0	0	0	0	0	0
FUN_018640-T1	0	0	0	0	0	0
FUN_018641-T1	0	0	0	0	0	0
FUN_018642-T1	0	0	0	0	0	0
FUN_018643-T1	0	0	0	0	0	0
FUN_018644-T1	0	0	0	0	0	0
FUN_018645-T1	0	0	0	0	0	0
FUN_018646-T1	0	0	0	0	0	0
FUN_018647-T1	0	0	0	0	0	0
FUN_018648-T1	0	0	0	0	0	0
FUN_018649-T1	0	0	0	0	0	0
FUN_018650-T1	0	0	0	0	0	0
FUN_018651-T1	1	0	0	0	0	0
FUN_018652-T1	0	0	0	0	0	0
FUN_018653-T1	0	0	0	0	0	0
FUN_018654-T1	0	0	0	0	0	0
FUN_018655-T1	0	0	0	0	0	0
FUN_018656-T1	0	0	0	0	0	0
FUN_018657-T1	0	0	0	0	0	0
FUN_018658-T1	1	0	0	1	0	0
FUN_018659-T1	0	0	0	0	0	0
FUN_018660-T1	0	0	0	0	0	0
FUN_018661-T1	0	0	0	0	0	0
FUN_018662-T1	0	0	0	0	0	0
FUN_018663-T1	0	0	0	0	0	0
FUN_018664-T1	0	0	0	0	0	0
FUN_018665-T1	0	0	0	0	0	0
FUN_018666-T1	0	0	0	0	0	0
FUN_018667-T1	0	0	0	0	0	0
FUN_018668-T1	0	0	0	0	0	0
